symbol,timestamp,open,high,low,close,volume,trade_count,vwap
TSLA,2023-01-12 14:00:00+00:00,124.25,124.4,117.0,118.117,30835078.0,310356.0,119.626426
TSLA,2023-01-12 15:00:00+00:00,118.13,121.08,118.03,119.0857,33830742.0,275106.0,119.790081
TSLA,2023-01-12 16:00:00+00:00,119.08,121.37,118.61,121.23,18886545.0,152543.0,119.722688
TSLA,2023-01-12 17:00:00+00:00,121.22,121.48,120.6,120.7799,15235096.0,118799.0,121.007224
TSLA,2023-01-12 18:00:00+00:00,120.75,122.6399,119.84,122.34,18098318.0,146423.0,121.058704
TSLA,2023-01-12 19:00:00+00:00,122.35,124.1311,122.13,123.3,23180849.0,169315.0,123.129564
TSLA,2023-01-12 20:00:00+00:00,123.3,123.81,122.33,123.5163,19562148.0,151743.0,123.12505
TSLA,2023-01-12 21:00:00+00:00,123.52,123.61,122.93,123.04,5704630.0,5512.0,123.531554
TSLA,2023-01-12 22:00:00+00:00,123.05,123.16,123.02,123.08,142217.0,2160.0,123.092389
TSLA,2023-01-12 23:00:00+00:00,123.08,123.1,122.91,122.94,148854.0,2287.0,123.022556
TSLA,2023-01-13 00:00:00+00:00,122.94,123.15,122.92,123.0,192540.0,2698.0,123.065959
TSLA,2023-01-13 09:00:00+00:00,118.0,120.98,116.81,117.53,1333156.0,24523.0,117.544812
TSLA,2023-01-13 10:00:00+00:00,117.53,119.31,117.43,118.75,552069.0,9731.0,118.480325
TSLA,2023-01-13 11:00:00+00:00,118.78,118.81,116.81,117.0,785620.0,16287.0,117.486727
TSLA,2023-01-13 12:00:00+00:00,117.0,118.0,115.65,115.75,2221754.0,35367.0,116.844494
TSLA,2023-01-13 13:00:00+00:00,117.33,123.0,115.64,115.9817,4108003.0,53431.0,116.333865
TSLA,2023-01-13 14:00:00+00:00,116.0,118.47,115.6,117.5736,37097908.0,328727.0,116.829812
TSLA,2023-01-13 15:00:00+00:00,117.56,121.66,117.2571,120.7001,37194624.0,288154.0,119.490972
TSLA,2023-01-13 16:00:00+00:00,120.71,120.9799,118.3701,119.74,23353587.0,168977.0,119.35371
TSLA,2023-01-13 17:00:00+00:00,119.73,121.15,119.4002,120.6415,17100168.0,113511.0,120.241409
TSLA,2023-01-13 18:00:00+00:00,120.65,121.41,120.071,120.7398,18424026.0,116069.0,120.781305
TSLA,2023-01-13 19:00:00+00:00,120.7224,121.0704,120.22,120.69,11697970.0,82683.0,120.697267
TSLA,2023-01-13 20:00:00+00:00,120.72,122.63,120.61,122.3888,24447839.0,175786.0,121.893725
TSLA,2023-01-13 21:00:00+00:00,122.4,122.5,121.92,121.98,4688130.0,7335.0,122.360075
TSLA,2023-01-13 22:00:00+00:00,121.99,122.4,121.97,122.18,245511.0,3496.0,122.670018
TSLA,2023-01-17 09:00:00+00:00,122.0,122.7,120.6,121.77,371740.0,8187.0,121.888491
TSLA,2023-01-17 10:00:00+00:00,121.7,123.12,121.64,123.0,222215.0,5361.0,122.586544
TSLA,2023-01-17 11:00:00+00:00,123.01,123.71,122.66,123.48,192582.0,5367.0,123.259951
TSLA,2023-01-17 12:00:00+00:00,123.36,125.88,123.01,125.81,1412502.0,24045.0,124.895726
TSLA,2023-01-17 13:00:00+00:00,125.52,126.25,121.71,125.13,3138459.0,37908.0,125.417946
TSLA,2023-01-17 14:00:00+00:00,125.14,128.64,124.87,128.49,32878275.0,330481.0,126.938519
TSLA,2023-01-17 15:00:00+00:00,128.5,130.58,127.91,128.84,40987942.0,358127.0,129.34378
TSLA,2023-01-17 16:00:00+00:00,128.84,129.68,127.43,128.9,21380460.0,149621.0,128.574723
TSLA,2023-01-17 17:00:00+00:00,128.9,130.57,128.73,130.34,17354234.0,127039.0,129.593684
TSLA,2023-01-17 18:00:00+00:00,130.3499,131.39,130.22,130.7915,21514152.0,143800.0,130.893951
TSLA,2023-01-17 19:00:00+00:00,130.7974,131.13,130.1,130.6716,16926414.0,109925.0,130.675846
TSLA,2023-01-17 20:00:00+00:00,130.67,131.7,130.39,131.47,24591581.0,169279.0,131.147951
TSLA,2023-01-17 21:00:00+00:00,131.46,132.3,131.4,132.089,8118091.0,12155.0,131.541152
TSLA,2023-01-17 22:00:00+00:00,132.07,132.15,131.52,131.9,348645.0,4902.0,131.837524
TSLA,2023-01-17 23:00:00+00:00,131.9,131.92,131.13,131.49,289771.0,4364.0,131.460012
TSLA,2023-01-18 00:00:00+00:00,131.46,131.59,131.0,131.3,367898.0,4477.0,131.285632
TSLA,2023-01-18 09:00:00+00:00,132.16,135.5,132.04,135.14,947292.0,19630.0,134.350139
TSLA,2023-01-18 10:00:00+00:00,135.17,135.63,134.67,135.24,404244.0,9139.0,135.246331
TSLA,2023-01-18 11:00:00+00:00,135.25,135.3,134.42,134.78,266654.0,6646.0,134.894297
TSLA,2023-01-18 12:00:00+00:00,134.74,136.64,134.74,136.55,1340068.0,20841.0,135.976596
TSLA,2023-01-18 13:00:00+00:00,134.9,137.5,132.02,136.31,4302902.0,57259.0,136.391716
TSLA,2023-01-18 14:00:00+00:00,136.31,137.2,132.88,134.16,36841471.0,328114.0,134.686073
TSLA,2023-01-18 15:00:00+00:00,134.15,135.18,129.3247,130.72,42779108.0,337219.0,132.056836
TSLA,2023-01-18 16:00:00+00:00,130.735,130.9297,128.31,129.802,26958233.0,196673.0,129.400347
TSLA,2023-01-18 17:00:00+00:00,129.81,130.47,127.63,127.86,23117556.0,152786.0,129.199137
TSLA,2023-01-18 18:00:00+00:00,127.8501,128.45,127.01,127.74,20476438.0,140071.0,127.688071
TSLA,2023-01-18 19:00:00+00:00,127.75,128.86,127.34,128.565,16333341.0,113162.0,128.098233
TSLA,2023-01-18 20:00:00+00:00,128.57,129.13,127.9701,128.75,19236517.0,139476.0,128.546746
TSLA,2023-01-18 21:00:00+00:00,128.73,128.78,128.38,128.41,4030876.0,5443.0,128.761698
TSLA,2023-01-18 22:00:00+00:00,128.44,128.44,127.18,127.72,498834.0,5065.0,128.013384
TSLA,2023-01-18 23:00:00+00:00,127.75,128.14,127.7,127.86,199206.0,2884.0,127.901067
TSLA,2023-01-19 00:00:00+00:00,127.86,127.88,126.6,126.72,568270.0,7442.0,127.117614
TSLA,2023-01-19 09:00:00+00:00,127.47,128.94,126.75,127.0,327350.0,8334.0,127.49515
TSLA,2023-01-19 10:00:00+00:00,127.08,127.17,125.25,126.0,307902.0,8164.0,126.072833
TSLA,2023-01-19 11:00:00+00:00,126.0,126.84,125.4,126.5,255624.0,6392.0,126.123971
TSLA,2023-01-19 12:00:00+00:00,126.51,127.0,125.26,125.5,842506.0,14152.0,125.908358
TSLA,2023-01-19 13:00:00+00:00,126.6,128.0315,125.26,126.5,1812185.0,25131.0,126.095274
TSLA,2023-01-19 14:00:00+00:00,126.5,129.77,126.36,129.17,27474410.0,201626.0,128.278296
TSLA,2023-01-19 15:00:00+00:00,129.16,129.99,125.63,125.835,35428901.0,237963.0,127.85451
TSLA,2023-01-19 16:00:00+00:00,125.82,126.56,124.3082,125.6399,28456993.0,192415.0,125.472558
TSLA,2023-01-19 17:00:00+00:00,125.63,126.6,125.04,126.5999,18256166.0,109888.0,125.896773
TSLA,2023-01-19 18:00:00+00:00,126.6,128.42,126.4,128.0484,20084278.0,121119.0,127.353421
TSLA,2023-01-19 19:00:00+00:00,128.04,128.72,127.18,127.52,17800219.0,112230.0,127.964099
TSLA,2023-01-19 20:00:00+00:00,127.525,128.2,126.955,127.16,16035966.0,104368.0,127.589066
TSLA,2023-01-19 21:00:00+00:00,127.16,127.75,127.05,127.64,4705660.0,5493.0,127.199514
TSLA,2023-01-19 22:00:00+00:00,127.65,127.9781,127.11,127.9781,176543.0,2306.0,127.690072
TSLA,2023-01-19 23:00:00+00:00,127.98,128.41,127.85,127.93,267177.0,3556.0,128.158934
TSLA,2023-01-20 00:00:00+00:00,127.95,128.4,127.94,128.36,226263.0,2919.0,128.231399
TSLA,2023-01-20 09:00:00+00:00,128.36,129.39,128.3,128.34,263443.0,6058.0,128.821462
TSLA,2023-01-20 10:00:00+00:00,128.3,128.95,128.25,128.95,68734.0,2069.0,128.621459
TSLA,2023-01-20 11:00:00+00:00,128.87,128.95,128.5,128.75,77183.0,2186.0,128.756914
TSLA,2023-01-20 12:00:00+00:00,128.78,129.75,128.7,129.43,474960.0,8084.0,129.380608
TSLA,2023-01-20 13:00:00+00:00,128.7417,129.73,128.68,129.0,1168876.0,15316.0,129.211986
TSLA,2023-01-20 14:00:00+00:00,129.0389,130.84,127.3466,130.33,25424692.0,185666.0,128.921694
TSLA,2023-01-20 15:00:00+00:00,130.35,131.69,129.62,129.9,29903532.0,204288.0,130.704767
TSLA,2023-01-20 16:00:00+00:00,129.9,131.4,129.8,130.875,17334341.0,114823.0,130.837141
TSLA,2023-01-20 17:00:00+00:00,130.88,131.53,130.7119,130.7122,12154113.0,82818.0,131.15372
TSLA,2023-01-20 18:00:00+00:00,130.73,131.99,130.36,131.774,13036539.0,92029.0,131.075803
TSLA,2023-01-20 19:00:00+00:00,131.7701,132.58,131.45,132.16,14177568.0,104321.0,132.064787
TSLA,2023-01-20 20:00:00+00:00,132.16,133.51,132.15,133.41,21424710.0,153882.0,132.907203
TSLA,2023-01-20 21:00:00+00:00,133.4263,133.55,133.2,133.29,6060684.0,8012.0,133.408851
TSLA,2023-01-20 22:00:00+00:00,133.29,133.49,133.25,133.3,323888.0,4275.0,133.373347
TSLA,2023-01-23 09:00:00+00:00,133.87,135.85,133.85,135.65,377936.0,9196.0,135.16609
TSLA,2023-01-23 10:00:00+00:00,135.7,135.78,134.85,135.06,181232.0,4396.0,135.223103
TSLA,2023-01-23 11:00:00+00:00,134.95,135.15,134.6,135.0,126478.0,3029.0,134.933251
TSLA,2023-01-23 12:00:00+00:00,135.0,136.75,135.0,136.29,920159.0,14518.0,136.182398
TSLA,2023-01-23 13:00:00+00:00,135.4,136.73,133.5,135.6801,1764521.0,21346.0,136.132675
TSLA,2023-01-23 14:00:00+00:00,135.7,139.15,134.27,138.77,31349851.0,270882.0,136.932258
TSLA,2023-01-23 15:00:00+00:00,138.74,140.35,138.16,139.9581,33727937.0,261505.0,139.23545
TSLA,2023-01-23 16:00:00+00:00,139.95,142.1,139.95,141.87,28326334.0,199554.0,140.994168
TSLA,2023-01-23 17:00:00+00:00,141.87,142.63,141.63,142.37,19227687.0,133888.0,142.041845
TSLA,2023-01-23 18:00:00+00:00,142.406,145.3793,142.31,145.23,25490357.0,174219.0,143.929882
TSLA,2023-01-23 19:00:00+00:00,145.235,145.27,142.36,142.8,27335619.0,171949.0,143.660545
TSLA,2023-01-23 20:00:00+00:00,142.7975,143.9,141.33,143.74,29096268.0,183870.0,142.649933
TSLA,2023-01-23 21:00:00+00:00,143.75,145.37,143.57,145.31,6915073.0,14180.0,143.872032
TSLA,2023-01-23 22:00:00+00:00,145.31,145.39,144.56,144.67,751765.0,8278.0,144.877947
TSLA,2023-01-23 23:00:00+00:00,144.65,144.89,144.55,144.72,255004.0,3992.0,144.729979
TSLA,2023-01-24 00:00:00+00:00,144.72,144.85,144.62,144.8,309489.0,4304.0,144.727645
TSLA,2023-01-24 09:00:00+00:00,146.0,146.48,140.8,140.84,756580.0,19602.0,143.413327
TSLA,2023-01-24 10:00:00+00:00,140.83,142.6,140.64,142.48,359656.0,8231.0,141.721375
TSLA,2023-01-24 11:00:00+00:00,142.39,143.0,141.6,142.97,159729.0,4948.0,142.302075
TSLA,2023-01-24 12:00:00+00:00,142.98,144.39,141.7,141.9,1176888.0,20069.0,143.457852
TSLA,2023-01-24 13:00:00+00:00,143.0509,145.6315,140.8,141.37,2431790.0,33586.0,142.210169
TSLA,2023-01-24 14:00:00+00:00,141.37,146.5,141.01,144.905,29517487.0,241495.0,144.242221
TSLA,2023-01-24 15:00:00+00:00,144.921,145.0092,141.1,144.07,35297904.0,271215.0,142.580885
TSLA,2023-01-24 16:00:00+00:00,144.09,145.322,143.65,143.9277,20856199.0,137702.0,144.319871
TSLA,2023-01-24 17:00:00+00:00,143.92,144.23,142.85,143.0,17384081.0,101732.0,143.527776
TSLA,2023-01-24 18:00:00+00:00,142.9901,144.05,142.5,143.7206,14844616.0,88990.0,143.265705
TSLA,2023-01-24 19:00:00+00:00,143.72,144.17,142.75,143.989,14342973.0,87583.0,143.507505
TSLA,2023-01-24 20:00:00+00:00,143.9954,144.09,142.78,143.91,16956138.0,122174.0,143.523782
TSLA,2023-01-24 21:00:00+00:00,143.91,145.08,143.5,144.6,4416693.0,14086.0,144.117882
TSLA,2023-01-24 22:00:00+00:00,144.58,144.64,144.05,144.15,442030.0,5418.0,144.445525
TSLA,2023-01-24 23:00:00+00:00,144.15,144.19,141.66,142.46,853323.0,8939.0,142.89637
TSLA,2023-01-25 00:00:00+00:00,142.46,142.5,140.7,140.97,878833.0,10264.0,141.443598
TSLA,2023-01-25 09:00:00+00:00,142.47,142.82,140.97,141.35,442081.0,10030.0,141.756384
TSLA,2023-01-25 10:00:00+00:00,141.43,142.14,141.0,141.63,225319.0,6112.0,141.515737
TSLA,2023-01-25 11:00:00+00:00,141.61,142.23,141.57,142.05,154451.0,3699.0,141.916058
TSLA,2023-01-25 12:00:00+00:00,142.0,142.6,141.2,142.4,535993.0,10451.0,142.073943
TSLA,2023-01-25 13:00:00+00:00,141.75,142.7,140.4508,140.6475,1758139.0,27466.0,141.474828
TSLA,2023-01-25 14:00:00+00:00,140.64,142.8399,138.2,138.925,26027557.0,241621.0,140.620599
TSLA,2023-01-25 15:00:00+00:00,138.9,141.81,138.07,141.67,30066367.0,231595.0,139.702857
TSLA,2023-01-25 16:00:00+00:00,141.66,143.7499,141.28,143.2642,25072722.0,167216.0,142.379665
TSLA,2023-01-25 17:00:00+00:00,143.3,143.69,142.7,143.27,16122236.0,116850.0,143.176222
TSLA,2023-01-25 18:00:00+00:00,143.27,144.92,143.23,144.59,18727798.0,139209.0,144.241493
TSLA,2023-01-25 19:00:00+00:00,144.6,146.41,144.43,145.28,24296744.0,179233.0,145.442501
TSLA,2023-01-25 20:00:00+00:00,145.28,146.2,143.86,144.47,24971184.0,194739.0,145.037275
TSLA,2023-01-25 21:00:00+00:00,144.5,150.0,141.69,147.7,13823848.0,124657.0,145.083943
TSLA,2023-01-25 22:00:00+00:00,147.64,147.75,144.61,146.6,3960501.0,40468.0,146.040711
TSLA,2023-01-25 23:00:00+00:00,146.55,152.19,146.5,152.13,5883279.0,57161.0,149.965419
TSLA,2023-01-26 00:00:00+00:00,152.15,153.0,151.78,152.35,2696784.0,28661.0,152.365655
TSLA,2023-01-26 09:00:00+00:00,153.43,156.0,152.49,154.42,1194243.0,27161.0,154.751088
TSLA,2023-01-26 10:00:00+00:00,154.41,155.08,154.3,154.75,300880.0,9091.0,154.807476
TSLA,2023-01-26 11:00:00+00:00,154.7,154.79,153.75,154.18,471855.0,9770.0,154.234343
TSLA,2023-01-26 12:00:00+00:00,154.1,154.8,153.57,154.17,1718832.0,24212.0,154.353853
TSLA,2023-01-26 13:00:00+00:00,154.35,157.55,152.35,157.4,6277443.0,87637.0,155.968064
TSLA,2023-01-26 14:00:00+00:00,157.4,161.42,155.3727,155.74,58777355.0,557224.0,158.629604
TSLA,2023-01-26 15:00:00+00:00,155.74,159.3,154.76,156.1358,46279378.0,436696.0,157.388668
